location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
San Francisco,San Francisco-Oakland-Fremont,US,pm25,4.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,37.7658,-122.3978,1.0
Sanchong,新北市,TW,no2,0.038,2020-04-07 21:00:00 UTC,ppm,Taiwan,25.07261,121.49380500000001,1.0
Substation,Farmington,US,o3,0.046,2020-04-07 20:00:00 UTC,ppm,AirNow,36.7969,-108.4725,1.0
"Nishant Ganj, Lucknow - UPPCB",Lucknow,IN,no2,6.1,2019-08-21 08:15:00 UTC,µg/m³,caaqm,26.871428,80.957146,0.25
Porterville-NFS,TULARE,US,pm25,16.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,36.0319,-119.055,1.0
Sulęcin ul. Dudka,Sulęcin,PL,co,268.81,2020-04-07 21:00:00 UTC,µg/m³,GIOS,52.43772,15.122444,
TracyAP,Stockton,US,o3,0.04,2020-04-07 19:00:00 UTC,ppm,AirNow,37.6825,-121.4406,1.0
"Sector-18, Panipat - HSPCB",Sector 18,IN,so2,10.38,2020-04-07 18:45:00 UTC,µg/m³,caaqm,29.497971999999997,76.99333,0.25
WIOŚ Olsztyn ul. Puszkina,Olsztyn,PL,no2,4.89206,2020-04-07 21:00:00 UTC,µg/m³,GIOS,53.78923399999999,20.486074,
"Phaya Thai, Khet Phaya Thai",Bangkok,TH,so2,0.019,2019-08-02 01:00:00 UTC,ppm,Thailand,13.780444000000001,100.537796,1.0
Bandırma-MTHM,Balıkesir,TR,pm10,45.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,40.34795,27.97496,1.0
תחנה:בית חשמונאי,שרון,IL,o3,0.0138,2019-04-03 21:00:00 UTC,ppm,Israel,32.583126,34.969770000000004,0.25
"Samae Dam, Bang Khun Thian",Bangkok,TH,so2,0.05,2019-08-02 01:00:00 UTC,ppm,Thailand,13.668460999999999,100.50581,1.0
Huaibei Zhi Ye Ji Zhu Xue Yuan,Huaibei,CN,o3,92.0,2018-10-13 21:00:00 UTC,µg/m³,Huaibei,33.9461,116.7844,1.0
Çerkezköy-MTHM,Tekirdağ,TR,so2,7.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,41.31835,27.980179999999997,1.0
Wuhu Si Shui Han,Wuhu,CN,co,646.0,2018-10-13 21:00:00 UTC,µg/m³,Wuhu,31.3178,118.3708,1.0
AURORA HILLS,Washington-Arlington-Alexandria,US,no2,0.006,2020-04-07 19:00:00 UTC,ppm,AirNow,38.8594,-77.0589,1.0
Whistler Meadow Park,BRITISH COLUMBIA,CA,o3,0.044000000000000004,2020-04-07 19:00:00 UTC,ppm,AirNow,50.1439,-122.9611,1.0
Tlalnepantla,MEXICO STATE,MX,co,0.8,2020-04-07 19:00:00 UTC,ppm,AirNow,19.529,-99.2045,1.0
"Sector-D Industrial Area, Mandideep - MPPCB","Eicher Tractor (TMTL)
Plot No. 1",IN,co,600.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,23.108439999999998,77.51143,0.25
"Pratu Chai, Phra Nakhon Si Ayutthayal",Ayutthaya,TH,pm10,59.0,2020-04-07 20:00:00 UTC,µg/m³,Thailand,14.349367,100.568535,24.0
Richmond - 7th St,San Francisco-Oakland-Fremont,US,so2,0.001,2020-04-07 19:00:00 UTC,ppm,AirNow,37.9478,-122.3636,1.0
ROCK_LP,Rockford,US,o3,0.040999999999999995,2020-04-07 19:00:00 UTC,ppm,AirNow,42.335,-89.0381,1.0
JPRECC,Paducah,US,o3,0.042,2020-04-07 20:00:00 UTC,ppm,AirNow,37.0581,-88.5725,1.0
FGRLAKES,Columbia,US,o3,0.035,2020-04-07 19:00:00 UTC,ppm,AirNow,39.07803,-92.31631999999999,1.0
Burnaby South,BRITISH COLUMBIA,CA,o3,0.034,2020-04-07 20:00:00 UTC,ppm,AirNow,49.21528,-122.98556,1.0
SOUTHAMPTON,PRINCE EDWARD ISLAND,CA,pm25,2.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,46.3864,-62.5828,1.0
Palm Springs - Fire,Riverside-San Bernardino-Ontario,US,pm10,3.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,33.852604,-116.54096000000001,1.0
Estación Nativitas,GUANAJUATO,MX,o3,0.044000000000000004,2020-04-07 20:00:00 UTC,ppm,AirNow,20.565228,-101.18824000000001,1.0
Madrevieja,San Roque,ES,no2,0.0,2018-10-12 22:00:00 UTC,µg/m³,Andalucia,36.204421999999994,-5.4047055,1.0
London N. Kensington,London,GB,no2,50.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,51.52105,-0.21349200000000002,1.0
St Regis Mohawk-NY,Malone,US,o3,0.0,2019-12-17 15:00:00 UTC,ppm,AirNow,44.9806,-74.6953,1.0
Madisonville,New Orleans-Metairie-Kenner,US,pm25,6.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,30.4293,-90.1997,1.0
Abu Dhabi,,AE,pm25,12.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,24.424310000000002,54.433871999999994,1.0
"Karve Road, Pune - MPCB",Pune,IN,so2,26.5,2020-04-07 21:15:00 UTC,µg/m³,caaqm,18.501175,73.81655,0.25
El Rio - Rio Mesa Sc,Oxnard-Thousand Oaks-Ventura,US,o3,0.042,2020-04-07 20:00:00 UTC,ppm,AirNow,34.2653,-119.1336,1.0
Poznan-Dabrowskiego,Poznań,PL,no2,4.6674,2020-04-07 21:00:00 UTC,µg/m³,GIOS,52.420320000000004,16.877289,
Hinds CC,Jackson,US,pm25,15.3,2020-04-07 20:00:00 UTC,µg/m³,AirNow,32.346905,-90.22593,1.0
"Pak Nam Pho, Mueang",Nakhon Sawan,TH,co,0.75,2020-04-07 20:00:00 UTC,ppm,Thailand,15.707849,100.13193000000001,1.0
"Secretariat, Amaravati - APPCB",CAAQM Station,IN,no2,5.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,16.515082999999997,80.51816600000001,0.25
Congaree Bluff,Columbia,US,so2,0.0,2020-02-04 16:00:00 UTC,ppm,AirNow,33.8147,-80.7811,1.0
"Tarnów, ul. Bitwy pod Studziankami",Tarnów,PL,so2,10.4867,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.02017,21.004168,
תחנה:אשקלון דרום,גוש דן,IL,o3,0.0148,2019-04-03 21:00:00 UTC,ppm,Israel,32.07553,34.82073,0.25
Rome-Kraftsman,Rome,US,so2,0.001,2020-04-07 20:00:00 UTC,ppm,AirNow,34.243645,-85.32595,1.0
Koniczynka,Koniczynka,PL,so2,3.2,2020-04-07 21:00:00 UTC,µg/m³,GIOS,53.080647,18.684258,
Inverness,Inverness,GB,pm10,14.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,57.481308,-4.2414510000000005,24.0
ES2004A,Las Palmas,ES,o3,50.0,2020-04-06 15:00:00 UTC,µg/m³,EEA Spain,28.026318,-15.414657,1.0
"Central School, Lucknow - CPCB",Sector 9,IN,co,910.0,2020-04-07 20:45:00 UTC,µg/m³,caaqm,26.882101000000002,80.930275,0.25
Fairplay,PARK,US,pm25,9.8,2018-02-27 16:00:00 UTC,µg/m³,AirNow,39.2403,-105.9831,1.0
San Pablo - Rumrill,San Francisco-Oakland-Fremont,US,pm25,2.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,37.9604,-122.3571,1.0
ES1640A,Sevilla,ES,pm10,18.4,2018-01-27 00:00:00 UTC,µg/m³,EEA Spain,37.342459999999996,-5.83372,1.0
"Collectorate, Jodhpur - RSPCB",Jodhpur,IN,o3,8.74,2020-04-07 20:45:00 UTC,µg/m³,caaqm,26.26825,73.01939,0.25
Exeter Roadside,Exeter,GB,o3,76.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,50.725082,-3.532465,8.0
AM17 Liniewko Kościerskie,Liniewko Kościerskie,PL,o3,62.3517,2020-04-07 21:00:00 UTC,µg/m³,GIOS,54.10411,18.182972,
Forest Park,St. Louis,US,co,0.27,2020-04-07 19:00:00 UTC,ppm,AirNow,38.631058,-90.28114000000001,1.0
GOLF_LN,Clarksville,US,pm25,9.6,2016-12-15 14:00:00 UTC,µg/m³,AirNow,36.5144,-87.3278,1.0
Zamość ul. Hrubieszowska 69A,Zamość,PL,pm10,118.5,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.71663,23.290247,
Storrington Roadside,Storrington,GB,pm25,62.0,2017-01-24 12:00:00 UTC,µg/m³,DEFRA,50.91693,-0.44954799999999995,24.0
Estación Secundaria,GUANAJUATO,MX,so2,0.006999999999999999,2020-04-07 19:00:00 UTC,ppm,AirNow,20.6924,-101.36487,1.0
"Padmapukur, Howrah - WBPCB",Howrah,IN,so2,5.52,2020-04-07 20:45:00 UTC,µg/m³,caaqm,22.568731,88.279724,0.25
Pendleton - McKay Cr,Pendleton-Hermiston,US,pm25,3.5,2020-04-07 20:00:00 UTC,µg/m³,AirNow,45.652229999999996,-118.82303999999999,1.0
Riverside - Rubidoux,Riverside-San Bernardino-Ontario,US,o3,0.026000000000000002,2020-04-07 18:00:00 UTC,ppm,AirNow,33.99945,-117.41583,1.0
Guanshan,Hua-Tung,TW,no2,0.0025,2020-04-07 21:00:00 UTC,ppm,Taiwan,23.045082,121.161934,1.0
Bengbu Bai Huo Da Lou,Bengbu,CN,so2,6.0,2018-10-13 21:00:00 UTC,µg/m³,Bengbu,32.9444,117.3575,1.0
Åkebergveien,Oslo,NO,no2,2.960609,2019-07-08 23:00:00 UTC,µg/m³,Norway,59.912003000000006,10.767425999999999,1.0
CARY,Chicago-Naperville-Joliet,US,pm25,6.8,2020-03-27 11:00:00 UTC,µg/m³,AirNow,42.2211,-88.2411,1.0
St. Joseph,St. Joseph,US,pm10,22.0,2020-04-07 18:00:00 UTC,µg/m³,AirNow,39.74167,-94.85833000000001,1.0
FIVCO,Huntington-Ashland,US,o3,0.047,2020-04-07 20:00:00 UTC,ppm,AirNow,38.4592,-82.6339,1.0
Jackson Mobile,Jackson,US,so2,0.0,2019-10-07 21:00:00 UTC,ppm,AirNow,43.48256,-110.74526000000002,1.0
"Haldia, Haldia - WBPCB",Haldia,IN,o3,0.0,2020-01-27 07:45:00 UTC,µg/m³,caaqm,22.060470000000002,88.10973,0.25
Mandarin,Jacksonville,US,pm25,7.4,2020-04-07 19:00:00 UTC,µg/m³,AirNow,30.1358,-81.6339,1.0
Anqing Huan Ke Yuan,Anqing,CN,pm25,65.0,2018-10-13 21:00:00 UTC,µg/m³,Anqing,30.5103,117.0549,1.0
"Jędrzejów, MOBILNA",Jędrzejów,PL,pm10,49.74,2020-04-07 20:00:00 UTC,µg/m³,GIOS,50.643673,20.284885,
Komunikacyjna,Warszawa,PL,pm25,181.0,2017-01-08 07:00:00 UTC,µg/m³,Poland,52.21929,21.005833,1.0
Hillcrest HS,Springfield,US,pm25,8.4,2020-04-07 19:00:00 UTC,µg/m³,AirNow,37.25607,-93.29969,1.0
MMCA81037,CA8 - ARB,US,pm25,1.9,2020-03-09 17:00:00 UTC,µg/m³,AirNow,39.11237,-123.198494,1.0
HAMPTON,Virginia Beach-Norfolk-Newport News,US,no2,0.003,2020-04-07 19:00:00 UTC,ppm,AirNow,37.103683000000004,-76.38695,1.0
Nedre Langgate,Tønsberg,NO,pm25,6.7327,2020-04-07 19:00:00 UTC,µg/m³,Norway,59.263725,10.411164999999999,1.0
"IGSC Planetarium Complex, Patna - BSPCB",Patna,IN,o3,0.0,2020-02-15 12:15:00 UTC,µg/m³,caaqm,25.5941,85.1376,0.25
Jarosław-PWSTE-WIOS,Jarosław,PL,pm25,62.4444,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.01208,22.674772,
Seminole Community C,Orlando-Kissimmee,US,o3,0.049,2020-04-07 19:00:00 UTC,ppm,AirNow,28.7456,-81.31,1.0
Port Manatee,MANATEE,US,so2,0.0,2020-04-07 19:00:00 UTC,ppm,AirNow,27.638609999999996,-82.547775,1.0
"Ratanpura, Rupnagar - PPCB",Rupnagar,IN,so2,7.04,2019-02-14 05:15:00 UTC,µg/m³,caaqm,31.032545000000002,76.5623,0.25
"Deshpande Nagar, Hubballi - KSPCB",Hubballi,IN,pm10,40.0,2020-03-26 07:00:00 UTC,µg/m³,caaqm,15.351773000000001,75.140724,0.25
"Kacheripady, Ernakulam - Kerala PCB",Ernakulam,IN,pm10,30.0,2020-04-07 18:45:00 UTC,µg/m³,caaqm,9.985653,76.28134,0.25
MMCA81051,CA8 - ARB,US,pm25,6.0,2020-02-14 14:00:00 UTC,µg/m³,AirNow,35.527187,-120.52878999999999,1.0
"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,IN,co,1500.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,23.182717999999998,75.76822,0.25
Residence for Dept. of Primary Industries and Mines,Samut Prakan,TH,co,0.56,2020-04-07 20:00:00 UTC,ppm,Thailand,13.652157,100.53184,1.0
Dilovası,Kocaeli,TR,co,496.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,40.78873,29.537188,1.0
South DeKalb,Atlanta-Sandy Springs-Marietta,US,o3,0.04,2020-04-07 20:00:00 UTC,ppm,AirNow,33.6906,-84.2731,1.0
Macon Forestry,Macon,US,o3,0.036000000000000004,2020-04-07 20:00:00 UTC,ppm,AirNow,32.8031,-83.5447,1.0
Coachline,Tucson,US,pm25,7.0,2018-09-14 14:00:00 UTC,µg/m³,AirNow,32.3806,-111.1272,1.0
Konstancin-Jeziorna-Wierzejewskiego,Konstancin-Jeziorna,PL,no2,7.14,2019-12-31 22:00:00 UTC,µg/m³,GIOS,52.080624,21.111185,
Atizapán,MEXICO STATE,MX,co,0.7,2020-04-07 19:00:00 UTC,ppm,AirNow,19.577,-99.2542,1.0
Alamo Lake,LA PAZ,US,pm25,0.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,34.24389,-113.55861000000002,1.0
"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",Durgapur,IN,so2,13.34,2019-11-07 11:15:00 UTC,µg/m³,caaqm,23.540436,87.28922,0.25
Nehru Nagar,Kanpur,IN,so2,12.4,2018-02-22 03:15:00 UTC,µg/m³,CPCB,26.470308000000003,80.32517,0.25
Qianzhen,KaoPing,TW,pm25,31.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,22.605387,120.30756000000001,1.0
Delaware,Columbus,US,o3,0.013000000000000001,2020-04-07 11:00:00 UTC,ppm,AirNow,40.356693,-83.06397,1.0
NEWTWN,Lexington-Fayette,US,o3,0.043,2020-04-07 20:00:00 UTC,ppm,AirNow,38.065,-84.5,1.0
SUR-TRAF - Estación Tráfico Sur,Medellin,CO,pm10,22.0967,2020-04-07 21:00:00 UTC,µg/m³,Medellin,6.1523128,-75.62749000000001,1.0
Viale De Chirico,Latina,IT,co,400.0,2020-04-04 22:00:00 UTC,µg/m³,ARPALAZIO,41.45113,12.891731,1.0
ES2002A,Las Palmas,ES,o3,59.0,2020-04-06 15:00:00 UTC,µg/m³,EEA Spain,28.52722,-14.004439999999999,1.0
Hefei Lu Yang Qu,Hefei,CN,pm25,53.0,2018-10-13 21:00:00 UTC,µg/m³,Hefei,31.9438,117.266,1.0
Port Angeles-E 5th S,CLALLAM,US,pm25,4.4,2020-04-07 19:00:00 UTC,µg/m³,AirNow,48.115,-123.43643,1.0
Las Fuentezuelas,Jaen,ES,so2,4.0,2018-10-12 22:00:00 UTC,µg/m³,Andalucia,37.784442999999996,-3.8103282,24.0
"Sector 11, Faridabad - HSPCB",Faridabad,IN,so2,3.58,2020-04-07 21:00:00 UTC,µg/m³,caaqm,28.376059,77.31574,0.25
"Trzebinia, os. Związku Walki Młodych",Trzebinia,PL,no2,16.8709,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.159405,19.477465,
Kingwood C309,Houston-Sugar Land-Baytown,US,pm25,6.6,2017-01-04 15:00:00 UTC,µg/m³,AirNow,30.0583,-95.1897,1.0
"Hiran Ruchi, Thon Buri",Bangkok,TH,co,0.54,2020-04-07 20:00:00 UTC,ppm,Thailand,13.732878,100.48601500000001,1.0
Prizren,Prizren,XK,so2,1.125,2020-04-07 21:00:00 UTC,µg/m³,Kosovo,42.21586,20.741556,1.0
Holta,Lillesand,NO,so2,-1.951338,2020-04-07 20:00:00 UTC,µg/m³,Norway,58.25601999999999,8.35935,1.0
Paul Spur Chemical L,Sierra Vista-Douglas,US,pm10,8.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,31.3658,-109.7309,1.0
"Sop Pat, Mae Mo",Lampang,TH,pm10,102.0,2020-04-07 20:00:00 UTC,µg/m³,Thailand,18.247768,99.76689,24.0
Alatri,Frosinone,IT,co,300.0,2020-04-04 22:00:00 UTC,µg/m³,ARPALAZIO,41.73,13.338332999999999,1.0
"Sateng, Mueang",Yala,TH,o3,0.011000000000000001,2020-04-07 20:00:00 UTC,ppm,Thailand,6.549994,101.28,1.0
Kalisz-Wyszynskiego,Kalisz,PL,bc,0.6325,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.749054,18.048389999999998,
Vollgata,Sarpsborg,NO,so2,13.503581,2020-04-07 20:00:00 UTC,µg/m³,Norway,59.278969999999994,11.12228,1.0
ASHBURN,Washington-Arlington-Alexandria,US,no2,0.004,2020-04-07 19:00:00 UTC,ppm,AirNow,39.0244,-77.49,1.0
Edmonton South,ALBERTA,CA,no2,0.002,2020-04-07 19:00:00 UTC,ppm,AirNow,53.5028,-113.6111,1.0
Laney College,San Francisco-Oakland-Fremont,US,pm25,3.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,37.793625,-122.263374,1.0
Manchester Sharston,Manchester,GB,no2,15.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.371306999999995,-2.239218,1.0
Auchencorth Moss,Auchencorth,GB,pm10,9.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,55.792159999999996,-3.2429,24.0
"Toruń, KASZOWNIK",Toruń,PL,pm10,18.8,2020-04-07 21:00:00 UTC,µg/m³,GIOS,53.017628,18.612807999999998,
Alatri,Frosinone,IT,pm10,17.0,2020-04-03 22:00:00 UTC,µg/m³,ARPALAZIO,41.73,13.338332999999999,24.0
Millbrook,Poughkeepsie-Newburgh-Middletown,US,o3,0.053,2020-04-07 19:00:00 UTC,ppm,AirNow,41.7856,-73.6947,1.0
Bristol St Paul's,Bristol,GB,pm10,19.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,51.462837,-2.584482,24.0
"Pratu Chai, Phra Nakhon Si Ayutthayal",Ayutthaya,TH,no2,0.01,2020-04-07 20:00:00 UTC,ppm,Thailand,14.349367,100.568535,1.0
Qiaotou,KaoPing,TW,o3,0.013000000000000001,2020-04-07 21:00:00 UTC,ppm,Taiwan,22.757505,120.30568999999998,1.0
KS Hawaii,HAWAII,US,pm25,3.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,19.611916,-155.05504,1.0
Ferentino,Frosinone,IT,pm10,20.0,2020-04-03 22:00:00 UTC,µg/m³,ARPALAZIO,41.69,13.250410999999998,24.0
"Phool Bagh, Gwalior - Mondelez Ind. Food",Gwalior,IN,co,500.0,2020-04-07 20:45:00 UTC,µg/m³,caaqm,26.210535,78.171,0.25
Obejo,Obejo,ES,so2,11.0,2018-10-12 21:20:00 UTC,µg/m³,Andalucia,38.132458,-4.801726,24.0
El Boticario,Almeria,ES,no2,12.0,2018-10-12 22:00:00 UTC,µg/m³,Andalucia,36.864956,-2.3904996,1.0
E Providence,Providence-New Bedford-Fall River,US,no2,0.002,2020-04-07 15:00:00 UTC,ppm,AirNow,41.8403,-71.3617,1.0
"Palayam, Kozhikode - Kerala PCB",Kozhikode,IN,pm25,25.0,2020-04-07 18:45:00 UTC,µg/m³,caaqm,11.249077,75.78437,0.25
Sainte-Anne-de-Belle,,CA,so2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,45.42651,-73.92895,1.0
St. Andrews Park,Panama City-Lynn Haven,US,pm25,2.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,30.1289,-85.7381,1.0
Fort Chipewyan,ALBERTA,CA,o3,0.036000000000000004,2020-04-07 19:00:00 UTC,ppm,AirNow,58.7083,-111.1764,1.0
Helmsburg,BROWN,US,o3,0.047,2020-04-07 20:00:00 UTC,ppm,AirNow,39.263912,-86.29226,1.0
Tochtermana,Radom,PL,no2,45.1,2017-01-08 07:00:00 UTC,µg/m³,Poland,51.399097,21.139166,1.0
Houston,WASHINGTON,US,pm25,5.1,2020-04-07 20:00:00 UTC,µg/m³,AirNow,40.269,-80.244,1.0
Millbrook NCore,Raleigh-Cary,US,pm10,10.0,2020-03-30 13:00:00 UTC,µg/m³,AirNow,35.85611,-78.57416500000001,1.0
Rodalquilar,Nijar,ES,no2,3.0,2018-10-12 21:50:00 UTC,µg/m³,Andalucia,36.847454,-2.0381885,1.0
Taixi,Yun-Chia-Nan,TW,no2,0.0056,2020-04-07 21:00:00 UTC,ppm,Taiwan,23.717533,120.20284,1.0
Smolary Bytnickie,Smolary Bytnickie,PL,so2,1.56065,2020-04-07 21:00:00 UTC,µg/m³,GIOS,52.172222,15.206667000000001,
ES1972A,Córdoba,ES,so2,6.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,38.132459999999995,-4.80173,1.0
ES1677A,Alicante/Alacant,ES,no2,1.0,2020-04-06 14:00:00 UTC,µg/m³,EEA Spain,38.084720000000004,-0.8527778,1.0
Dayuan,North,TW,o3,0.057,2020-04-07 21:00:00 UTC,ppm,Taiwan,25.060345,121.20181000000001,1.0
ES1658A,Huelva,ES,so2,5.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,37.27148,-6.92462,1.0
תחנה:אשלים,צפון הנגב,IL,o3,0.0531,2019-04-03 21:00:00 UTC,ppm,Israel,31.16334,34.82152,0.25
Boulder Creek,Santa Cruz-Watsonville,US,pm25,4.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,37.125862,-122.12212,1.0
GIR-SOSN - Girardota - S.O.S Aburrá Norte,Medellin,CO,co,0.380726,2020-04-07 21:00:00 UTC,ppm,Medellin,6.378433,-75.45114000000001,1.0
Salford Eccles,Manchester,GB,no2,22.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.484809999999996,-2.334139,1.0
SETRPC Mauriceville,Beaumont-Port Arthur,US,pm25,7.2,2017-07-20 20:00:00 UTC,µg/m³,AirNow,30.18,-93.8731,1.0
ES0823A,Huelva,ES,no2,13.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,37.18568,-6.9641399999999996,1.0
East St. Louis,St. Louis,US,pm25,6.2,2020-04-07 19:00:00 UTC,µg/m³,AirNow,38.611893,-90.160614,1.0
PITTAGCT,Greenville,US,pm25,17.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,35.641277,-77.36012,1.0
SUMMIT,Berlin,US,o3,0.027999999999999997,2018-10-03 10:00:00 UTC,ppm,AirNow,44.270092,-71.30382,1.0
Wash. Crossing,Trenton-Ewing,US,o3,0.055,2020-04-07 19:00:00 UTC,ppm,AirNow,40.3125,-74.8729,1.0
"Shastri Nagar, Jaipur - RSPCB",Shastri Nagar,IN,so2,24.41,2020-04-07 08:00:00 UTC,µg/m³,caaqm,26.950293,75.73094,0.25
Conyers,Atlanta-Sandy Springs-Marietta,US,o3,0.045,2020-04-07 20:00:00 UTC,ppm,AirNow,33.5856,-84.0667,1.0
"Chong Kham, Mueang",Mae Hong Son,TH,no2,0.011000000000000001,2020-04-07 20:00:00 UTC,ppm,Thailand,19.3045,97.97153,1.0
MMCA81046,CA8 - ARB,US,pm25,2.0,2019-12-04 17:00:00 UTC,µg/m³,AirNow,38.507553,-122.47908000000001,1.0
Hjortnes,Oslo,NO,pm10,42.79,2020-04-07 20:00:00 UTC,µg/m³,Norway,59.911319999999996,10.70407,1.0
SAN JUAN DE LURIGANCHO,Lima,PE,o3,4.49,2020-03-14 06:00:00 UTC,µg/m³,Senamhi,-11.981636,-76.999245,1.0
LUMS 2,Philadelphia-Camden-Wilmington,US,pm25,7.4,2020-04-07 20:00:00 UTC,µg/m³,AirNow,39.5511,-75.7308,1.0
Hukou,Chu-Miao,TW,pm25,13.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,24.900143,121.03865,1.0
Soledad,MONTEREY,US,pm25,11.0,2016-09-25 16:00:00 UTC,µg/m³,AirNow,36.42795,-121.32795,1.0
Lawton North,Lawton,US,o3,0.046,2020-04-07 20:00:00 UTC,ppm,AirNow,34.633,-98.4288,1.0
תחנה:גבעת המורה,שפלה פנימית,IL,so2,0.0012,2019-04-03 21:00:00 UTC,ppm,Israel,31.90392,34.89609,0.25
Vacaville,Vallejo-Fairfield,US,pm25,4.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,38.3525,-121.9617,1.0
ALTON,St. Louis,US,o3,0.02,2019-11-06 15:00:00 UTC,ppm,AirNow,38.8903,-90.1481,1.0
"Bang Phut, Pak Kret",Nonthaburi,TH,no2,0.0,2020-02-06 00:00:00 UTC,ppm,Thailand,13.907827,100.53565,1.0
Belfast Centre,Belfast,GB,pm25,10.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,54.59965,-5.928833,24.0
Zegrzyńska,Legionowo,PL,so2,28.1,2017-01-08 07:00:00 UTC,µg/m³,Poland,52.407578,20.955555,1.0
SAN JUAN DE LURIGANCHO,Lima,PE,so2,9.07,2020-04-07 21:00:00 UTC,µg/m³,Senamhi,-11.981636,-76.999245,1.0
Tlahuac,DISTRITO FEDERAL,MX,pm10,22.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,19.2464,-99.01,1.0
Nezahualcóyotl,MEXICO STATE,MX,pm25,24.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,19.3919,-99.0281,1.0
"Tha Pradu, Mueng",Rayong,TH,no2,0.001,2020-04-07 20:00:00 UTC,ppm,Thailand,12.680919,101.273575,1.0
"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",Muzaffarpur,IN,co,700.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,26.1209,85.3647,0.25
Los Laureles,MEXICO STATE,MX,so2,0.004,2020-04-07 19:00:00 UTC,ppm,AirNow,19.5787,-99.0396,1.0
Ouray,UINTAH,US,no2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,40.054848,-109.68737,1.0
McAlester,McAlester,US,o3,0.040999999999999995,2020-04-07 20:00:00 UTC,ppm,AirNow,34.906082,-95.79413000000001,1.0
Renwu,KaoPing,TW,no2,0.018000000000000002,2020-04-07 21:00:00 UTC,ppm,Taiwan,22.689056,120.33263400000001,1.0
Jelenia Góra - Ogińskiego,Jelenia Góra,PL,bc,0.0,2020-03-24 07:00:00 UTC,µg/m³,GIOS,50.913433000000005,15.765607999999999,
RIVER_Terrace,Washington-Arlington-Alexandria,US,co,1.59,2017-01-10 14:00:00 UTC,ppm,AirNow,38.895683,-76.95809,1.0
Malagrotta,Roma,IT,o3,84.0,2020-04-04 22:00:00 UTC,µg/m³,ARPALAZIO,41.874893,12.345597999999999,1.0
